student_id,study_hours_per_week,attendance_percentage,material_prep_hours,extracurricular_hours,skill_dev_hours,projects_completed,hackathons_participated,internship_experience,coding_platform_rating,previous_gpa,final_score,productivity_index
CSE0866,12.3,98.4,5.1,0.5,15.2,3,2,1,61.2,6.69,61.9,36.9
CSE0867,17.0,73.6,9.3,9.1,15.5,1,3,0,77.3,6.4,60.5,69.6
CSE0868,17.3,59.5,14.6,4.1,6.0,2,0,0,68.5,7.04,66.3,15.9
CSE0869,19.6,66.6,8.6,3.5,7.4,3,2,1,72.6,8.72,64.2,70.3
CSE0870,29.1,94.8,12.0,9.8,3.4,2,0,1,76.7,6.8,81.0,72.1
CSE0871,13.8,78.1,2.4,1.3,12.0,4,0,0,60.7,7.34,67.3,47.4
CSE0872,9.4,73.4,8.6,1.6,13.3,5,1,0,51.8,7.31,66.4,49.2
CSE0873,5.3,81.9,3.6,1.7,3.3,0,3,0,39.6,7.24,45.5,32.1
CSE0874,9.9,86.0,2.1,4.8,7.7,2,0,0,47.2,6.48,44.5,28.1
CSE0875,14.8,93.4,5.0,6.3,3.3,3,1,0,44.5,7.05,64.5,44.1
CSE0876,27.6,97.4,12.8,7.2,5.5,4,1,0,69.6,7.0,90.1,58.5
CSE0877,11.4,75.7,11.8,12.7,12.8,2,4,0,61.9,7.19,65.8,72.3
CSE0878,16.6,64.1,9.0,0.0,6.3,0,0,1,68.9,8.24,58.4,43.6
CSE0879,14.9,75.0,1.9,6.8,8.5,2,0,1,31.8,9.14,57.8,30.9
CSE0880,23.3,83.1,7.2,3.3,1.9,1,0,0,83.6,6.28,70.0,35.2
CSE0881,32.7,68.4,9.2,3.2,10.9,4,1,0,46.5,6.77,83.5,39.2
CSE0882,11.3,68.5,8.7,3.1,9.8,1,2,0,33.0,6.29,47.3,48.8
CSE0883,11.6,84.1,0.6,2.3,6.4,2,1,0,46.2,7.41,47.1,32.7
CSE0884,22.3,79.4,4.4,10.1,9.1,1,1,0,100.0,6.61,84.8,70.9
CSE0885,19.8,80.4,7.7,7.5,10.9,4,2,1,47.2,7.46,73.3,76.9
CSE0886,27.9,70.9,10.1,5.1,5.9,1,1,1,48.5,8.41,76.1,45.9
CSE0887,19.1,77.2,0.0,9.1,2.6,2,0,1,51.2,4.42,51.6,39.5
CSE0888,12.5,68.9,7.4,0.5,19.0,4,1,1,52.0,7.74,70.7,55.4
CSE0889,19.1,90.7,8.6,1.0,6.8,3,1,1,39.4,6.69,74.1,45.2
CSE0890,22.8,92.4,11.4,0.0,9.5,9,1,0,57.9,7.71,84.6,79.6
CSE0891,20.7,57.8,10.8,2.9,15.1,1,2,1,76.5,6.21,80.7,81.3
CSE0892,18.6,68.8,10.3,5.5,27.6,0,1,0,61.3,8.52,72.9,66.5
CSE0893,22.5,62.0,4.8,5.3,3.8,1,1,0,32.8,8.2,57.8,49.6
CSE0894,23.2,72.2,0.4,5.4,12.2,2,0,0,48.1,7.83,65.9,45.4
CSE0895,24.7,79.0,6.4,0.8,6.5,1,2,1,44.0,8.07,74.2,51.8
CSE0896,19.5,62.6,12.0,7.4,7.3,0,0,0,56.1,6.38,61.4,38.9
CSE0897,13.8,68.9,13.6,5.7,6.4,5,3,0,81.6,6.52,63.4,53.8
CSE0898,16.0,68.0,10.8,7.2,4.4,5,1,0,52.0,8.03,67.4,59.9
CSE0899,23.4,82.5,9.7,0.0,9.8,7,1,0,53.2,6.36,73.2,62.0
CSE0900,9.3,80.8,9.5,5.9,2.6,2,3,0,90.6,8.79,64.4,58.6
CSE0901,17.6,71.3,5.8,1.4,14.7,4,1,1,72.5,6.84,71.4,64.5
CSE0902,12.2,82.1,7.5,3.8,10.3,6,0,1,66.5,7.75,64.9,43.5
CSE0903,15.2,73.4,14.7,6.6,12.1,3,1,1,94.2,9.51,74.6,61.2
CSE0904,23.9,76.7,4.2,5.3,7.7,7,1,0,64.8,6.42,58.6,66.2
CSE0905,16.3,100.0,14.5,2.4,8.2,3,1,0,15.3,7.28,77.2,26.5
CSE0906,15.3,96.1,6.7,5.0,11.4,4,0,0,71.7,8.36,76.0,52.4
CSE0907,5.5,64.4,13.3,0.4,4.2,2,1,0,23.2,8.25,49.2,21.3
CSE0908,20.2,90.0,2.4,8.5,8.2,3,2,0,64.0,6.84,66.5,52.3
CSE0909,19.5,89.7,10.3,4.4,5.7,2,1,1,20.7,6.63,50.5,28.2
CSE0910,30.1,66.2,5.1,8.4,5.5,2,1,0,45.7,6.94,64.3,35.0
CSE0911,12.8,89.8,2.3,3.4,0.0,5,1,1,47.7,8.79,68.4,43.1
CSE0912,16.5,98.5,8.9,3.4,16.7,2,3,1,39.6,6.89,80.6,63.0
CSE0913,16.7,66.5,12.0,2.7,6.6,3,2,0,48.0,7.29,67.8,30.9
CSE0914,26.0,69.0,4.6,7.6,15.8,4,2,1,75.7,6.73,80.7,77.9
CSE0915,14.3,92.2,2.0,2.9,15.3,1,1,1,40.7,7.98,73.2,49.0
CSE0916,17.0,83.3,7.6,6.9,3.6,1,4,0,65.9,7.37,66.4,46.9
CSE0917,19.3,86.6,7.7,3.9,4.6,3,1,0,35.7,6.1,68.5,52.2
CSE0918,16.3,84.1,10.2,0.0,22.8,3,4,0,51.2,6.13,72.9,61.0
CSE0919,11.9,84.7,11.8,3.3,18.8,3,2,0,61.5,5.0,62.8,57.1
CSE0920,16.4,64.1,7.8,1.5,9.8,3,2,0,35.1,6.29,53.4,41.4
CSE0921,22.5,92.6,15.4,5.1,11.3,1,3,0,28.8,8.07,71.4,30.2
CSE0922,7.8,94.0,8.9,1.4,6.8,3,2,0,64.8,8.66,69.9,56.5
CSE0923,15.9,77.2,6.6,7.8,12.2,3,1,0,77.5,7.95,66.2,51.6
CSE0924,10.1,79.5,1.6,4.7,6.4,0,1,0,53.4,7.81,47.8,34.4
CSE0925,23.4,61.6,6.9,4.5,0.0,2,1,0,45.9,7.06,63.8,45.6
CSE0926,4.3,86.2,6.7,7.0,3.4,1,1,0,58.1,8.05,55.9,49.7
CSE0927,11.1,86.9,11.8,7.9,10.1,3,3,0,56.1,7.51,74.6,44.9
CSE0928,17.6,79.3,9.8,4.9,4.3,2,1,0,59.9,9.18,71.4,41.4
CSE0929,26.0,93.5,3.3,2.7,9.7,1,2,1,4.4,7.09,64.8,51.3
CSE0930,14.5,76.0,8.7,0.0,4.6,3,5,0,33.6,8.68,66.7,51.1
CSE0931,11.1,86.8,10.7,2.9,6.1,3,0,0,38.1,8.16,61.6,38.7
CSE0932,28.2,67.8,14.1,3.1,14.3,4,2,0,58.0,8.01,77.3,54.5
CSE0933,4.9,79.7,11.6,5.3,11.2,1,0,0,58.7,4.99,46.2,34.5
CSE0934,1.0,77.9,11.0,4.0,10.0,1,0,0,67.7,8.22,51.0,36.0
CSE0935,18.1,82.7,8.2,7.1,14.4,7,2,0,60.2,7.06,87.8,59.4
CSE0936,11.5,75.6,9.6,3.2,12.4,1,0,1,29.0,6.71,55.4,19.3
CSE0937,7.9,78.4,13.0,4.8,17.2,5,1,1,83.9,5.57,77.4,64.2
CSE0938,20.0,89.9,2.7,8.6,7.7,0,0,0,80.4,7.19,64.2,64.7
CSE0939,16.7,74.8,6.6,6.0,7.9,7,2,1,29.8,7.24,73.6,55.0
CSE0940,11.1,60.7,4.9,4.8,3.5,3,1,0,61.7,5.77,56.0,56.6
CSE0941,6.0,100.0,9.5,3.2,7.9,1,1,1,43.1,5.58,63.0,38.9
CSE0942,21.1,96.6,12.9,3.1,14.8,4,0,0,57.8,7.74,81.6,46.8
CSE0943,19.6,64.5,5.6,2.4,16.5,5,2,0,76.1,8.16,82.2,81.4
CSE0944,14.3,88.3,0.0,3.4,14.8,2,0,0,97.6,7.41,69.7,63.4
CSE0945,27.9,74.0,6.4,7.3,1.0,1,2,0,70.0,8.47,82.4,64.5
CSE0946,7.5,83.2,11.7,4.3,15.4,2,1,1,60.9,7.1,57.5,42.9
CSE0947,4.3,83.5,10.2,1.0,0.8,6,1,0,48.2,7.14,57.7,46.0
CSE0948,10.2,77.2,9.7,10.3,14.5,1,1,0,58.6,6.19,62.2,59.7
CSE0949,14.7,70.6,6.9,6.0,8.2,4,1,0,82.2,5.48,57.9,62.2
CSE0950,16.7,71.7,2.9,0.8,13.5,4,1,0,54.1,9.24,70.6,43.6
CSE0951,13.3,69.0,10.1,3.7,3.3,2,1,0,37.3,8.44,49.8,32.7
CSE0952,17.5,70.0,4.7,5.3,15.9,1,1,1,22.6,5.67,55.5,48.9
CSE0953,6.2,79.2,16.7,10.1,2.7,0,1,1,65.3,7.37,50.1,46.0
CSE0954,25.1,71.4,10.3,1.7,6.7,2,2,0,59.9,7.09,79.8,58.7
CSE0955,14.4,88.2,5.7,7.9,5.0,4,0,0,42.1,6.9,59.5,49.1
CSE0956,22.8,97.8,5.6,9.2,1.2,4,3,0,75.5,6.75,88.3,58.8
CSE0957,17.4,73.0,7.6,3.1,10.5,3,2,1,46.6,7.62,73.2,43.1
CSE0958,18.2,82.9,7.0,4.2,19.0,5,3,1,52.3,8.1,83.1,70.3
CSE0959,19.0,86.0,12.5,1.9,23.3,5,1,0,54.7,7.64,77.5,59.4
CSE0960,18.1,85.7,8.7,4.4,10.5,2,1,1,48.0,7.07,64.2,57.7
CSE0961,19.5,80.9,5.1,4.9,15.6,2,0,0,59.7,7.03,70.6,41.5
CSE0962,24.3,88.9,15.6,7.0,11.2,4,0,0,78.0,8.23,83.9,72.3
CSE0963,16.4,85.8,8.2,8.3,12.5,1,2,1,32.2,7.71,61.6,61.3
CSE0964,20.0,65.1,11.1,2.8,8.3,4,1,0,64.8,7.28,60.6,54.2
CSE0965,14.4,90.4,5.6,0.0,11.0,5,0,0,58.4,7.16,61.3,48.2
CSE0966,25.1,90.6,9.5,4.9,12.7,3,2,1,58.1,7.58,92.8,58.1
CSE0967,10.3,70.8,9.2,5.9,7.1,3,1,0,72.4,6.68,72.1,45.5
CSE0968,27.6,80.5,0.4,5.7,9.6,4,1,0,56.0,8.1,75.2,54.0
CSE0969,14.7,88.2,16.1,4.0,9.7,1,0,1,64.6,6.02,70.0,62.2
CSE0970,5.0,77.5,13.2,5.4,14.1,3,2,1,69.3,6.75,64.4,58.8
CSE0971,15.9,92.9,6.4,9.5,4.7,4,1,1,44.9,7.87,64.6,37.8
CSE0972,10.2,100.0,3.6,6.1,9.7,3,1,0,61.0,5.95,69.4,50.8
CSE0973,20.9,70.6,9.4,3.9,19.6,1,2,0,50.0,5.47,78.2,63.7
CSE0974,10.4,63.4,8.3,3.5,15.8,4,3,1,52.3,7.27,61.6,61.4
CSE0975,11.9,83.6,9.4,4.5,16.7,2,1,0,48.6,5.33,61.3,60.9
CSE0976,1.8,88.7,8.8,9.9,10.1,4,1,0,64.4,5.77,54.7,56.5
CSE0977,11.8,77.2,10.0,4.5,11.6,1,0,0,56.6,8.03,59.5,31.2
CSE0978,1.0,97.4,13.8,4.9,15.0,4,2,0,62.9,6.97,72.6,47.3
CSE0979,3.9,63.9,10.3,3.6,17.8,2,2,0,54.6,8.61,52.6,50.7
CSE0980,20.3,88.3,3.8,8.3,0.2,4,0,1,22.9,5.87,63.2,21.5
CSE0981,20.5,72.7,13.5,10.9,3.4,2,1,1,55.6,7.1,74.2,56.1
CSE0982,18.0,100.0,14.6,6.4,16.5,7,2,0,56.3,7.64,84.6,50.6
CSE0983,8.2,100.0,20.6,5.2,8.6,3,0,1,59.9,5.91,74.9,56.4
CSE0984,14.7,70.8,3.5,5.1,6.6,2,2,1,43.1,8.33,63.0,56.0
CSE0985,15.0,73.4,9.0,0.0,3.7,2,3,1,31.1,7.76,69.3,46.2
CSE0986,6.9,90.3,0.0,7.2,7.2,3,0,0,67.5,5.43,44.3,38.0
CSE0987,25.5,75.4,10.2,5.4,3.0,2,2,0,49.5,7.16,68.2,50.3
CSE0988,21.1,79.5,5.8,6.3,20.5,0,1,0,58.4,7.62,71.2,51.3
CSE0989,13.5,80.3,15.7,2.9,9.9,0,4,0,49.4,6.55,52.0,39.0
CSE0990,15.2,57.0,4.9,3.8,9.7,4,1,0,54.9,5.57,50.2,46.3
CSE0991,16.5,79.8,1.2,3.8,12.9,3,2,0,46.0,7.51,60.0,57.3
CSE0992,1.0,71.7,6.1,8.1,14.8,2,0,0,35.6,9.63,57.8,33.7
CSE0993,13.3,74.1,0.1,3.9,14.7,0,1,0,64.5,6.77,53.4,61.9
CSE0994,10.2,97.3,11.0,11.2,15.4,3,0,0,42.9,8.93,65.7,52.5
CSE0995,8.0,64.9,0.0,6.3,6.8,9,3,0,58.3,6.37,62.9,68.2
CSE0996,13.0,89.8,8.1,1.2,8.5,3,1,1,63.2,7.44,60.0,36.7
CSE0997,27.6,76.7,0.0,4.6,13.8,5,1,0,43.3,8.05,62.8,54.8
CSE0998,19.5,76.6,6.7,3.0,7.4,7,2,1,30.9,7.19,69.0,44.4
CSE0999,11.0,89.5,14.6,0.0,10.0,4,0,1,100.0,6.87,66.9,61.7
CSE1000,19.0,84.1,9.4,9.8,12.0,4,3,1,44.4,8.0,70.5,57.7
CSE1001,24.8,86.8,4.5,7.1,13.9,1,0,1,67.5,9.28,82.5,56.7
CSE1002,21.5,91.6,7.9,6.6,1.1,2,2,1,93.8,7.53,82.7,77.0
CSE1003,15.4,76.0,8.1,5.5,13.6,3,1,0,70.8,6.63,71.6,62.0
CSE1004,10.5,72.7,9.9,0.9,8.8,4,2,1,49.0,6.99,69.6,59.8
CSE1005,19.9,67.0,2.5,3.5,13.5,2,2,1,53.7,9.97,79.1,43.7
CSE1006,17.8,70.1,10.4,7.5,13.9,2,1,1,38.3,7.35,56.5,51.4
CSE1007,21.3,100.0,0.0,1.8,18.0,0,0,0,72.6,6.55,72.6,62.9
CSE1008,19.4,94.9,5.5,0.0,16.8,2,2,0,66.3,5.94,69.7,73.0
CSE1009,22.3,63.8,6.0,4.3,16.7,2,0,1,44.7,5.19,60.4,38.3
CSE1010,11.3,64.1,10.5,4.6,17.2,2,1,0,34.2,7.6,62.8,38.5
CSE1011,24.2,85.8,8.1,5.4,11.5,4,0,1,28.6,7.92,65.4,57.9
CSE1012,16.4,86.6,2.4,7.2,10.2,2,1,0,74.7,6.76,56.3,54.2
CSE1013,29.5,86.6,4.1,6.9,14.4,4,0,0,57.4,7.18,82.0,51.8
CSE1014,10.2,76.9,8.8,5.8,13.7,3,1,0,59.3,5.91,63.5,35.9
CSE1015,27.2,78.5,7.7,8.6,8.5,1,0,0,38.5,7.35,69.5,33.9
CSE1016,16.4,83.9,5.7,0.4,12.0,3,1,0,25.7,7.73,58.3,21.3
CSE1017,10.4,81.0,6.1,6.5,9.8,6,1,0,74.3,6.61,69.5,59.9
CSE1018,11.6,53.4,10.8,6.9,5.7,4,0,0,55.8,9.06,63.0,51.6
CSE1019,12.8,77.2,5.9,1.3,16.5,2,2,0,73.1,6.28,65.4,46.4
CSE1020,18.0,69.8,7.6,0.5,10.3,6,1,0,47.3,7.51,60.9,52.9
CSE1021,18.7,82.1,16.7,2.8,20.2,3,1,1,50.3,8.13,79.0,67.7
CSE1022,11.0,100.0,2.3,3.0,1.9,2,2,1,69.3,7.11,68.6,50.4
CSE1023,14.8,84.4,0.6,7.3,7.2,5,2,1,69.6,6.99,76.0,49.7
CSE1024,30.0,76.2,11.1,3.2,10.2,4,0,0,71.0,5.63,75.2,64.0
CSE1025,27.1,91.1,5.3,2.4,15.7,2,3,0,49.1,8.69,80.3,60.2
CSE1026,18.1,85.8,6.7,3.2,12.0,4,1,0,67.3,7.01,70.4,55.6
CSE1027,15.3,85.0,4.9,8.4,11.6,2,0,1,77.2,7.79,71.7,54.2
CSE1028,15.8,87.3,7.0,5.0,4.4,1,1,1,52.9,7.94,62.7,45.6
CSE1029,19.3,100.0,14.4,4.5,4.2,3,0,0,44.7,6.51,54.1,43.7
CSE1030,7.8,66.4,11.2,4.7,11.6,2,0,1,81.9,6.98,68.6,77.3
CSE1031,13.2,85.7,11.4,8.9,3.2,3,0,0,41.9,8.67,73.5,37.2
CSE1032,3.3,68.9,2.3,2.8,7.3,5,0,0,67.6,5.97,45.4,57.8
CSE1033,17.8,86.7,3.4,8.9,12.5,3,1,1,53.8,9.54,69.0,61.7
CSE1034,19.5,69.0,0.0,5.6,5.1,2,0,0,18.2,6.38,50.1,27.6
CSE1035,11.6,75.0,4.8,4.5,18.0,0,2,0,77.6,5.9,60.8,59.9
CSE1036,26.0,76.5,11.8,12.5,16.1,2,2,1,0.0,7.35,80.3,37.5
CSE1037,6.4,91.7,10.1,1.8,2.1,2,1,0,15.3,9.63,56.1,22.0
CSE1038,4.7,91.0,7.1,3.9,5.3,5,1,0,65.5,5.1,51.9,27.6
CSE1039,16.6,65.1,7.9,1.3,0.0,1,2,1,65.5,7.04,53.8,39.9
CSE1040,22.3,80.7,5.2,7.9,6.1,1,0,0,42.2,7.72,68.7,40.3
CSE1041,26.8,71.5,8.8,10.1,13.8,2,2,0,58.0,7.24,79.6,74.6
CSE1042,11.8,64.9,11.1,10.0,7.9,2,1,0,4.4,7.62,59.0,40.4
CSE1043,22.6,77.4,1.5,8.7,12.3,3,0,0,69.1,6.41,62.5,56.1
CSE1044,14.7,76.3,9.2,4.4,2.4,1,1,0,60.0,6.54,68.4,41.8
CSE1045,13.8,100.0,11.7,3.9,14.0,2,0,0,54.1,7.04,59.9,53.7
CSE1046,21.2,85.2,6.3,0.0,7.2,1,0,0,55.4,5.96,66.6,27.5
CSE1047,19.6,63.5,10.8,11.1,10.1,0,1,0,64.9,7.15,55.0,56.3
CSE1048,4.0,73.2,19.3,6.4,9.5,4,1,1,54.4,6.77,59.3,41.2
CSE1049,25.3,92.3,7.6,3.5,3.6,2,1,1,17.5,6.68,77.0,35.8
CSE1050,24.7,100.0,9.6,9.0,4.2,3,1,1,98.9,7.55,90.1,68.6
CSE1051,10.6,61.0,5.0,2.1,14.8,4,1,0,79.0,5.2,55.1,62.9
CSE1052,17.8,57.4,8.7,6.2,12.0,4,0,0,29.3,6.95,56.6,46.2
CSE1053,18.5,100.0,9.8,4.5,15.3,6,1,1,48.1,9.75,85.9,70.1
CSE1054,16.8,84.7,8.8,6.9,11.6,3,0,0,50.3,6.01,67.6,49.8
CSE1055,11.1,69.6,3.9,4.8,10.7,4,1,0,76.6,8.61,71.0,58.2
CSE1056,10.3,86.4,8.8,0.6,1.4,1,0,1,11.8,7.26,49.6,35.6
CSE1057,14.8,48.4,13.8,5.2,8.6,4,0,0,45.0,6.54,48.7,27.9
CSE1058,23.2,80.0,9.8,8.1,9.9,5,0,0,19.8,5.75,67.3,57.8
CSE1059,18.8,83.9,11.8,4.9,19.8,0,1,1,49.3,7.35,72.0,52.0
CSE1060,12.4,91.1,7.1,7.3,13.4,1,0,1,45.5,8.8,60.5,50.2
CSE1061,20.4,67.8,11.0,1.9,17.7,5,0,0,56.6,6.77,73.3,53.4
CSE1062,1.0,81.0,9.1,4.9,13.0,5,2,0,42.9,7.11,56.4,38.7
CSE1063,23.0,68.9,4.2,3.1,6.4,5,1,0,40.0,8.31,69.0,51.9
CSE1064,2.8,83.1,9.3,7.2,10.6,3,3,1,67.4,7.57,60.0,69.1
CSE1065,12.5,69.3,4.0,5.1,11.2,3,1,0,64.1,5.47,59.7,55.8
CSE1066,7.2,75.1,5.5,7.1,5.3,5,1,0,66.0,7.31,51.0,44.4
CSE1067,5.9,68.1,8.8,8.3,8.1,4,3,1,51.5,8.86,59.5,89.6
CSE1068,23.1,87.8,9.2,7.1,9.0,2,0,0,43.6,7.16,68.5,55.1
CSE1069,11.7,90.3,3.2,5.8,18.0,1,3,1,52.6,4.18,72.8,68.6
CSE1070,17.4,77.2,12.2,2.0,0.0,3,2,1,65.0,7.63,74.2,49.1
CSE1071,14.7,80.5,10.3,5.0,16.0,3,0,0,11.5,6.98,67.0,27.2
CSE1072,18.3,62.6,5.2,3.4,5.3,5,0,1,62.9,5.19,68.6,51.3
CSE1073,15.5,76.4,1.8,4.0,3.1,5,1,0,61.2,5.35,77.3,59.2
CSE1074,6.0,79.4,7.4,3.9,15.9,4,0,1,56.2,8.27,64.6,41.5
CSE1075,22.0,100.0,6.2,2.1,13.7,2,0,1,52.0,6.39,81.7,41.7
CSE1076,11.5,66.7,8.5,0.0,16.3,1,1,0,3.7,6.2,56.2,30.4
CSE1077,4.1,97.6,6.5,3.0,14.0,4,0,1,46.2,7.16,67.5,47.0
CSE1078,12.0,92.0,0.0,5.6,20.3,2,2,1,90.8,6.49,81.9,67.2
CSE1079,25.5,83.4,6.4,1.0,12.8,2,2,0,55.3,7.31,72.5,45.5
CSE1080,21.0,100.0,6.8,5.0,9.2,3,0,0,48.9,6.98,68.1,59.0
CSE1081,12.6,84.5,10.5,10.7,11.7,1,1,0,55.3,5.88,64.2,51.2
CSE1082,12.6,84.7,5.2,8.1,16.2,3,0,0,62.1,6.64,63.4,39.9
CSE1083,12.7,79.4,14.7,9.9,6.1,3,2,1,68.2,7.69,74.1,47.9
CSE1084,29.5,94.7,0.4,6.2,6.7,10,0,1,50.4,7.25,91.7,64.1
CSE1085,17.7,93.2,13.2,8.5,8.5,2,1,0,63.5,7.11,70.1,58.9
CSE1086,18.0,72.5,7.1,2.8,0.0,2,3,0,88.5,9.33,68.9,64.4
CSE1087,22.2,64.2,11.4,3.1,10.7,3,3,0,75.1,8.0,77.1,76.8
CSE1088,16.7,77.6,8.3,0.0,0.6,9,1,0,100.0,8.14,74.2,53.6
CSE1089,13.2,70.4,12.6,8.6,10.3,3,2,0,41.9,7.02,53.3,50.1
CSE1090,13.6,79.2,6.5,9.6,14.3,2,0,0,88.5,7.44,64.9,74.2
CSE1091,14.5,94.8,3.6,3.3,7.6,2,2,0,39.2,6.73,65.3,53.5
CSE1092,14.7,74.5,13.7,4.2,18.4,2,2,1,62.1,8.06,83.7,66.3
CSE1093,20.1,79.5,7.5,2.7,2.7,2,1,0,69.6,7.08,59.6,70.2
CSE1094,15.4,80.7,8.9,6.1,16.0,2,1,0,44.8,7.44,60.5,53.7
CSE1095,20.1,90.2,12.9,8.4,13.4,4,0,0,56.8,7.38,76.7,64.7
CSE1096,14.4,53.0,3.9,0.0,1.4,1,2,1,73.2,7.18,44.7,50.4
CSE1097,15.6,72.7,10.4,6.2,23.6,0,0,1,40.8,10.0,70.3,42.6
CSE1098,1.0,82.5,5.6,4.2,9.7,2,1,1,88.4,6.47,48.1,46.9
CSE1099,21.4,94.4,7.5,5.3,5.6,7,0,0,27.3,6.46,76.6,44.3
CSE1100,17.4,74.1,8.3,6.4,3.0,2,1,0,93.8,7.96,64.2,56.0
CSE1101,22.0,57.5,2.0,4.4,8.9,2,3,0,75.0,6.55,74.0,47.0
CSE1102,1.0,87.4,4.9,4.7,9.4,3,1,0,53.2,6.88,58.5,29.6
CSE1103,29.6,72.4,13.4,4.4,10.5,3,0,1,46.9,6.0,72.9,52.0
CSE1104,14.0,65.7,11.5,7.9,8.5,2,2,1,44.9,7.74,59.4,57.6
CSE1105,22.8,72.5,7.7,6.3,13.2,4,1,0,52.3,7.75,71.8,56.5
CSE1106,7.7,77.8,9.0,5.7,8.1,5,0,0,54.0,6.85,57.8,42.6
CSE1107,19.3,72.7,6.8,1.2,0.3,4,3,1,80.1,7.99,74.6,54.9
CSE1108,7.6,53.5,13.4,3.9,9.3,2,3,0,94.4,5.16,54.6,62.9
CSE1109,10.6,90.8,7.2,7.7,0.0,5,2,0,59.0,6.42,66.1,60.9
CSE1110,28.4,95.3,8.9,5.1,11.8,2,1,1,38.1,7.01,81.2,55.3
CSE1111,13.7,87.8,12.6,7.0,5.1,2,1,0,44.1,5.91,59.5,25.0
CSE1112,16.5,66.3,4.9,10.3,10.8,4,0,1,51.3,5.28,57.2,42.9
CSE1113,21.1,77.6,14.2,8.1,16.6,4,2,0,34.4,6.86,74.3,61.6
CSE1114,18.5,79.9,1.9,5.3,5.3,2,2,1,31.4,7.96,59.2,42.2
CSE1115,16.1,87.2,14.5,3.5,15.3,6,2,1,96.9,8.61,89.2,80.8
CSE1116,17.6,88.0,6.5,0.0,7.8,3,1,1,61.1,6.6,69.4,46.6
CSE1117,31.8,71.2,7.0,4.5,18.8,7,0,0,38.3,8.01,83.8,66.8
CSE1118,14.6,81.0,0.4,4.0,8.2,1,1,0,71.3,7.9,70.8,45.8
CSE1119,16.4,85.5,6.2,6.2,5.8,1,3,0,31.4,8.54,63.8,39.1
CSE1120,22.4,97.5,3.8,4.5,13.4,2,1,0,33.1,6.81,74.9,36.8
CSE1121,22.7,88.5,5.6,4.0,7.8,0,0,1,38.9,5.22,64.4,48.9
CSE1122,23.3,89.5,7.5,0.0,5.8,4,1,0,88.1,7.28,75.5,59.3
CSE1123,19.5,81.0,11.8,2.2,7.6,5,2,1,49.9,6.08,72.4,63.2
CSE1124,7.0,96.9,8.8,6.4,9.8,2,1,0,6.2,6.4,53.4,13.1
CSE1125,26.4,84.9,9.2,10.1,16.7,1,2,0,79.2,6.87,83.3,87.7
CSE1126,7.0,69.7,3.6,4.7,0.3,2,0,1,48.9,6.83,42.9,45.6
CSE1127,17.1,96.8,4.5,6.0,10.1,9,1,0,18.0,7.36,62.7,29.7
CSE1128,9.7,88.4,15.2,7.9,13.1,3,2,1,48.7,7.97,76.5,47.5
CSE1129,14.6,74.7,5.1,2.6,11.0,2,2,0,65.4,6.8,67.8,57.4
CSE1130,17.3,74.2,14.6,6.1,16.5,6,0,1,63.1,7.64,82.9,52.8
CSE1131,17.2,83.6,7.0,2.8,9.6,5,1,0,91.0,7.22,74.6,64.1
CSE1132,18.0,85.6,8.0,7.6,9.1,1,2,1,37.9,8.23,74.3,52.7
CSE1133,26.3,82.4,12.3,5.5,13.0,1,4,0,55.9,6.99,84.1,62.2
CSE1134,18.2,83.7,13.1,5.9,10.5,4,1,0,41.0,7.11,74.9,52.7
CSE1135,13.3,100.0,7.6,2.7,8.0,0,2,1,24.2,6.79,57.9,29.0
CSE1136,21.7,92.9,6.4,7.1,12.6,1,2,1,72.7,7.02,72.1,45.2
CSE1137,23.3,82.3,7.8,11.3,6.7,1,0,0,64.3,6.34,65.7,59.7
CSE1138,6.4,91.3,9.4,2.0,6.9,2,4,0,60.7,6.23,61.5,59.1
CSE1139,19.2,67.6,11.6,4.0,7.4,6,3,0,63.5,8.05,73.6,87.3
CSE1140,19.9,84.8,8.0,5.7,16.8,2,0,0,41.3,6.01,56.6,25.5
CSE1141,12.9,100.0,10.5,7.4,0.0,8,1,1,34.9,6.85,79.2,54.6
CSE1142,24.6,77.4,14.6,3.3,12.0,2,4,0,55.8,8.32,80.2,44.4
CSE1143,13.9,69.8,9.5,0.0,10.2,1,3,0,78.2,6.81,66.1,73.3
CSE1144,15.9,72.2,9.2,9.1,1.6,3,2,1,87.2,8.11,78.3,69.6
CSE1145,13.8,66.9,1.9,7.3,11.5,2,3,0,70.9,6.55,48.7,52.1
CSE1146,15.1,70.6,0.0,0.0,12.4,2,2,1,55.6,6.04,57.2,61.2
CSE1147,7.3,75.6,9.6,3.2,12.9,1,2,1,60.4,5.45,57.1,46.4
CSE1148,4.9,63.1,7.6,9.7,0.0,4,3,0,55.2,8.64,53.5,49.4
CSE1149,26.2,80.2,5.9,9.3,16.8,3,0,1,34.5,5.95,72.1,57.8
CSE1150,9.1,90.8,9.0,7.8,6.3,1,1,0,55.5,8.02,69.2,56.7
CSE1151,8.1,69.1,7.8,4.5,13.4,2,3,0,28.3,6.1,57.9,58.7
CSE1152,1.0,98.2,12.5,5.2,13.7,2,2,0,52.5,8.65,69.7,38.4
CSE1153,10.5,86.1,8.3,4.6,5.6,2,1,0,87.7,9.63,69.0,62.7
CSE1154,5.7,92.4,5.0,8.4,13.3,4,0,0,71.5,5.34,51.6,55.6
