department,semester,gender,hostel_or_dayscholar,study_time_preference,learning_style,sleep_quality,stress_level,internet_access_quality,part_time_job,mentor_support,placement_status,study_minutes_per_day,material_prep_minutes_per_week,extracurricular_minutes_per_week,skill_dev_minutes_per_week,attendance_percentage,previous_year_score,previous_semester_gpa,backlogs_count,internal_marks,projects_completed,hackathons_participated,internships_completed,certifications_count,coding_problems_solved,coding_platform_rating
CSE,6,Male,Hostel,Night,Kinesthetic,Poor,Low,Good,No,No,In Progress,161,183,0,336,83.4,67.2,6.44,1,31,6,3,2,4.0,212,1192
CSE,6,Male,Day Scholar,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,152,357,87,292,66.3,61.9,5.75,2,28,4,1,0,2.0,213,947
IT,1,Female,Day Scholar,Morning,Visual,Average,Medium,Average,No,Yes,Not Started,159,84,161,400,94.9,77.2,7.86,0,42,2,0,0,0.0,37,831
CSE,7,Male,Hostel,Night,Visual,Good,Medium,Poor,No,No,In Progress,222,223,160,284,73.1,72.9,8.29,0,37,5,2,3,3.0,143,913
CSE-DS,3,Male,Day Scholar,Morning,Auditory,Poor,Medium,Good,No,Yes,Not Started,285,342,41,404,82.6,73.1,7.8,0,39,2,0,1,2.0,70,975
CSE-DS,8,Male,Day Scholar,Morning,Auditory,Good,Medium,Average,Yes,No,Placed,174,212,132,20,89.4,61.9,6.76,0,31,4,0,2,5.0,0,1097
CSE,2,Female,Hostel,Morning,Visual,Good,Low,Average,No,Yes,Not Started,5,199,0,388,92.2,70.3,6.67,1,32,2,0,0,1.0,103,996
CSE-AIML,5,Female,Hostel,Morning,Auditory,Poor,High,Poor,No,No,Not Started,197,265,0,86,97.8,85.5,9.35,0,46,2,1,1,4.0,111,979
CSE,8,Male,Day Scholar,Morning,Visual,Good,Medium,Average,No,Yes,Placed,226,192,35,324,78.9,72.5,7.57,1,41,8,5,1,2.0,319,1084
CSE-AIML,2,Male,Hostel,Morning,Visual,Poor,High,Good,No,No,Not Started,425,102,137,278,73.9,75.6,8.13,0,40,2,0,0,2.0,95,993
CSE,7,Female,Day Scholar,Afternoon,Visual,Poor,High,Good,Yes,Yes,In Progress,172,115,39,236,96.3,74.7,6.94,0,36,4,4,1,2.0,206,951
CSE,7,Male,Day Scholar,Night,Auditory,Poor,Medium,Good,Yes,No,Placed,224,171,120,47,70.9,70.9,6.27,1,37,7,4,0,3.0,46,1129
CSE,4,Other,Hostel,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,58,52,90,503,73.5,67.2,6.92,0,30,3,0,2,1.0,277,1315
CSE,1,Male,Hostel,Morning,Kinesthetic,Good,Low,Average,No,No,Not Started,162,362,80,514,96.5,78.5,7.52,1,44,1,1,0,0.0,25,1071
CSE,5,Female,Day Scholar,Morning,Auditory,Average,Medium,Average,No,No,Not Started,123,203,134,512,72.8,72.0,6.87,1,38,4,1,1,3.0,256,1245
CSE,7,Male,Hostel,Night,Auditory,Average,Low,Good,No,No,In Progress,312,114,64,503,99.1,84.3,8.51,0,49,7,0,4,3.0,386,1047
IT,4,Female,Hostel,Night,Kinesthetic,Average,Medium,Poor,No,Yes,Not Started,62,100,2,347,75.8,64.8,6.28,5,34,5,0,1,0.0,165,1033
IT,2,Male,Day Scholar,Morning,Auditory,Good,Medium,Average,No,No,Not Started,262,55,184,503,88.8,76.2,7.81,0,39,1,1,0,1.0,195,1262
CSE-AIML,3,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Average,No,Yes,Not Started,194,262,160,139,82.9,73.0,7.18,0,39,2,1,0,0.0,40,1083
CSE-AIML,8,Other,Day Scholar,Morning,Kinesthetic,Good,Low,Good,No,No,Placed,286,255,206,613,75.5,76.1,7.73,0,38,4,6,1,3.0,411,1241
CSE-AIML,7,Other,Day Scholar,Night,Visual,Average,Medium,Average,No,No,In Progress,132,173,5,56,100.0,76.0,7.64,0,39,5,2,2,4.0,21,948
IT,7,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,No,Placed,279,171,148,292,72.8,76.3,8.4,0,36,4,3,0,8.0,196,1058
IT,5,Female,Hostel,Night,Auditory,Average,Low,Good,Yes,Yes,Not Started,263,278,232,104,100.0,78.8,8.17,0,46,7,2,1,2.0,72,827
CSE-AIML,6,Male,Hostel,Night,Auditory,Poor,High,Good,No,No,In Progress,89,433,198,314,98.7,77.8,8.09,0,38,7,1,2,3.0,192,1094
CSE,6,Male,Day Scholar,Afternoon,Kinesthetic,Poor,Medium,Good,No,Yes,In Progress,293,168,228,309,57.5,66.3,6.27,1,38,6,1,0,4.0,236,1276
CSE,7,Male,Day Scholar,Afternoon,Visual,Good,Medium,Good,No,Yes,In Progress,123,427,0,0,92.8,75.2,7.12,0,34,4,4,1,1.0,0,1029
ECE,1,Male,Hostel,Afternoon,Visual,Average,Low,Average,No,No,Not Started,166,255,13,328,94.0,77.2,6.81,0,38,1,1,0,0.0,14,1338
CSE,1,Female,Hostel,Night,Visual,Poor,Medium,Good,No,No,Not Started,136,252,0,271,83.0,66.5,6.02,1,35,0,0,0,0.0,64,1303
CSE-AIML,8,Female,Hostel,Night,Auditory,Good,Low,Good,No,No,In Progress,198,301,73,288,83.2,78.1,8.66,0,39,7,1,0,4.0,258,1057
CSE-AIML,5,Male,Hostel,Night,Auditory,Poor,High,Good,No,No,Not Started,113,324,250,395,88.8,75.1,8.34,0,37,1,1,0,3.0,173,1002
CSE-DS,5,Male,Day Scholar,Morning,Auditory,Average,Medium,Good,No,No,Not Started,302,87,159,244,84.5,76.0,7.75,0,41,5,0,3,6.0,23,934
IT,3,Male,Hostel,Night,Kinesthetic,Good,Low,,No,Yes,Not Started,0,159,200,433,67.8,58.9,5.24,3,22,3,4,0,1.0,158,1186
IT,5,Female,Hostel,Afternoon,Kinesthetic,Average,High,Average,No,No,Not Started,190,329,225,73,91.3,77.3,6.83,0,42,3,3,1,3.0,79,628
CSE,6,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,351,320,154,281,76.8,75.1,7.03,1,35,7,0,1,3.0,234,1177
IT,5,Female,Hostel,Afternoon,Kinesthetic,Average,Medium,Average,No,No,Not Started,34,275,76,500,78.0,58.2,6.16,3,25,6,2,1,3.0,267,1033
IT,5,Male,Hostel,Night,Kinesthetic,Poor,Medium,Average,No,No,Not Started,280,146,254,144,79.5,68.6,6.53,0,37,9,1,0,0.0,59,1238
IT,2,Male,Day Scholar,Morning,Auditory,Average,Medium,Poor,No,No,Not Started,245,76,261,478,81.2,77.2,8.24,0,38,1,1,0,1.0,0,1052
CSE,7,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,Good,No,No,Placed,91,28,226,126,88.0,75.5,7.54,0,33,7,3,0,2.0,111,1265
IT,4,Male,Hostel,Morning,Visual,Average,Medium,Good,No,No,Not Started,119,171,112,297,99.1,71.9,7.17,1,33,5,2,0,2.0,92,1312
CSE-AIML,6,Male,Hostel,Afternoon,Auditory,Poor,Medium,Good,Yes,Yes,Not Started,136,262,22,139,93.3,68.6,6.09,1,30,9,2,0,2.0,20,724
CSE-DS,2,Male,Hostel,Night,Auditory,Poor,High,Good,No,Yes,Not Started,226,250,93,215,85.2,78.2,8.48,0,40,0,0,0,1.0,69,1035
IT,1,Female,Hostel,Night,Visual,Good,Low,Good,Yes,No,Not Started,254,88,91,0,79.7,78.8,8.03,0,38,2,1,0,2.0,0,1156
CSE-DS,5,Male,Hostel,Morning,Kinesthetic,Average,Low,Poor,No,No,Not Started,383,391,163,157,79.4,74.7,8.04,0,36,3,0,0,4.0,192,1067
ECE,7,Female,Hostel,,Visual,Average,Medium,Good,No,No,In Progress,314,203,30,410,74.2,68.3,6.91,0,34,4,2,1,3.0,245,1141
IT,6,Male,Day Scholar,,Visual,Poor,High,Average,Yes,Yes,Not Started,69,0,80,311,100.0,76.3,7.2,0,35,3,1,2,3.0,200,1354
CSE-AIML,8,Female,Hostel,Morning,Visual,Good,Low,Average,No,Yes,Placed,103,176,235,0,64.5,60.1,6.28,2,33,9,3,2,8.0,44,1103
CSE,2,Female,Hostel,Night,Kinesthetic,Average,Medium,Poor,No,Yes,Not Started,345,166,194,211,87.1,82.4,8.26,0,41,1,0,0,3.0,79,996
CSE-AIML,8,Male,Hostel,Morning,Visual,Average,Medium,Good,No,Yes,Placed,35,381,179,279,83.4,76.2,6.98,1,38,6,0,4,4.0,200,1105
CSE,1,Male,Day Scholar,Morning,Kinesthetic,Good,Low,Good,No,No,Not Started,118,343,0,0,68.8,62.4,6.49,1,27,0,0,0,0.0,0,1042
CSE,1,Female,Day Scholar,Afternoon,Visual,Average,Medium,Good,Yes,No,Not Started,147,412,59,196,75.0,67.3,6.64,0,33,1,1,0,1.0,9,961
CSE,6,Female,Hostel,Night,Kinesthetic,Average,Low,Average,No,Yes,In Progress,416,328,94,537,100.0,77.7,7.92,0,42,1,3,1,4.0,327,928
CSE-AIML,1,Male,Hostel,Morning,Kinesthetic,Poor,Medium,Poor,No,No,Not Started,70,231,144,188,68.0,69.7,6.8,0,37,0,1,0,2.0,0,826
ECE,8,Female,Hostel,Afternoon,Auditory,Poor,Medium,Average,No,No,In Progress,160,300,169,564,62.2,67.6,7.79,1,35,5,6,3,2.0,405,1391
CSE,4,Female,Day Scholar,Afternoon,Visual,Average,Low,Good,No,No,Not Started,78,331,111,388,81.1,60.6,5.46,1,34,2,0,0,,230,1232
CSE-AIML,4,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,No,Not Started,181,306,17,584,92.0,74.9,7.08,1,39,3,5,1,1.0,210,1287
CSE-AIML,4,Male,Day Scholar,Morning,Kinesthetic,Good,Low,Average,Yes,No,Not Started,134,477,0,116,78.5,65.3,6.5,1,30,10,2,0,3.0,0,948
CSE-DS,2,Male,Hostel,Night,Kinesthetic,Poor,High,Good,No,Yes,Not Started,275,152,262,544,84.8,69.1,6.64,1,33,1,3,0,1.0,159,1224
CSE-AIML,6,Male,Hostel,Night,Visual,Average,Medium,Good,No,No,Not Started,163,178,360,201,85.9,69.6,7.15,0,34,2,0,2,3.0,188,1077
IT,6,Female,Day Scholar,Night,Kinesthetic,Average,Low,Good,No,No,Not Started,75,279,187,446,88.8,75.4,7.33,0,30,2,2,2,1.0,373,1029
CSE,7,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,Average,No,Yes,Placed,44,109,188,0,88.7,64.2,6.69,1,29,3,1,0,2.0,0,987
CSE,8,Male,Hostel,Night,Auditory,Average,Medium,Average,No,Yes,Placed,87,201,56,466,93.5,59.2,6.22,2,32,6,1,3,5.0,347,1324
CSE-DS,8,Other,Hostel,Night,Kinesthetic,Average,Medium,Average,No,No,Placed,207,41,181,456,82.4,72.6,8.22,0,34,7,1,3,9.0,385,981
CSE-DS,8,Female,Day Scholar,Night,Kinesthetic,Good,Low,Good,Yes,No,Placed,29,284,26,191,77.9,62.8,5.58,3,27,6,4,2,5.0,197,1207
CSE-DS,1,Female,Hostel,Afternoon,Visual,Average,Low,Good,No,Yes,Not Started,147,235,0,307,85.0,70.1,7.22,0,35,1,0,0,1.0,94,925
CSE-DS,6,Male,Day Scholar,Afternoon,Auditory,Average,Medium,Average,No,No,Not Started,218,194,4,113,100.0,69.4,6.81,0,34,4,3,4,4.0,114,929
IT,3,Female,Hostel,Night,Auditory,Average,Medium,Good,Yes,No,Not Started,257,321,201,304,82.5,70.8,8.14,0,36,1,1,0,1.0,22,1235
IT,7,Male,Day Scholar,Night,Kinesthetic,Good,Medium,Poor,No,No,Placed,229,252,213,402,90.0,76.1,7.52,1,35,3,1,0,4.0,181,1151
IT,1,Female,Hostel,Afternoon,Auditory,Average,Low,Average,No,No,Not Started,108,286,276,398,79.1,56.0,5.24,1,33,3,1,0,1.0,0,797
CSE-AIML,5,Male,Hostel,Morning,Visual,Good,Low,Good,Yes,No,Not Started,223,171,91,337,86.4,69.2,6.21,0,34,3,0,0,2.0,187,968
CSE,7,Female,Day Scholar,Night,Visual,Average,Medium,Good,No,No,In Progress,245,209,36,240,85.0,73.6,7.08,0,39,5,1,3,7.0,221,772
CSE,1,Female,Hostel,Night,Visual,Average,High,Average,No,Yes,Not Started,241,298,153,257,85.3,72.2,6.79,0,36,1,0,0,0.0,89,1198
IT,2,Male,Hostel,Night,Kinesthetic,Average,Low,Good,No,No,Not Started,115,177,52,595,64.7,67.3,6.41,3,33,3,3,0,0.0,141,1301
ECE,5,Male,Day Scholar,Night,Kinesthetic,Good,Low,Poor,No,Yes,Not Started,103,268,0,305,97.8,74.2,6.97,0,38,5,4,0,6.0,112,1294
CSE-AIML,1,Female,Day Scholar,Night,Visual,Good,Medium,Average,No,No,Not Started,74,359,113,221,83.5,66.0,6.55,1,32,0,0,0,0.0,32,1180
CSE,8,Female,Day Scholar,Night,Visual,Average,Low,Good,No,Yes,In Progress,218,205,30,431,74.9,62.6,6.47,3,33,6,1,1,4.0,266,1144
CSE-DS,6,Male,Hostel,Night,Visual,Good,Low,Good,No,Yes,Not Started,75,174,215,452,58.6,61.6,6.89,0,30,5,2,0,2.0,384,1163
CSE-AIML,1,Male,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,209,119,271,431,52.0,69.9,6.27,4,34,1,0,0,0.0,0,1131
CSE,4,Female,Day Scholar,Night,Kinesthetic,Good,High,Poor,No,Yes,Not Started,105,196,200,255,55.0,61.1,6.83,1,37,5,0,0,7.0,162,1112
CSE,3,Female,Day Scholar,Night,Auditory,Average,Medium,Average,No,Yes,Not Started,238,205,297,535,94.0,74.1,6.38,1,38,1,1,0,2.0,188,1272
CSE,2,Female,Hostel,Morning,Auditory,Average,High,Good,No,No,Not Started,126,110,0,26,86.9,70.6,7.53,1,35,3,1,0,0.0,70,1036
CSE,8,Male,Hostel,Night,Auditory,Good,Low,Good,No,Yes,Placed,358,409,122,678,88.5,84.0,7.94,0,36,5,4,0,6.0,501,1186
CSE-AIML,2,Female,Hostel,Night,Kinesthetic,Average,Medium,Average,No,No,Not Started,93,467,147,603,78.1,72.5,7.68,0,30,2,1,0,0.0,70,839
IT,5,Female,Hostel,Afternoon,Kinesthetic,Good,Low,Good,No,Yes,Not Started,0,262,325,173,74.9,65.3,6.08,0,32,7,2,3,4.0,124,1539
CSE,8,Male,Hostel,Night,Visual,Good,Medium,Average,No,No,In Progress,206,323,0,589,93.3,76.5,7.8,0,36,5,3,0,6.0,414,1338
CSE,2,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Average,No,Yes,Not Started,67,99,66,188,79.9,62.7,6.01,1,29,0,1,0,0.0,27,995
CSE,4,Female,Hostel,Night,Kinesthetic,Poor,High,Poor,Yes,Yes,Not Started,137,297,225,253,94.9,74.8,6.41,4,37,4,0,0,4.0,109,1387
CSE-DS,6,Female,Hostel,Morning,Kinesthetic,Poor,High,Good,No,No,In Progress,322,392,33,402,85.8,82.3,8.38,0,41,4,3,0,6.0,125,1112
CSE,3,Female,Day Scholar,Morning,Visual,Good,Medium,Good,Yes,No,Not Started,169,142,222,200,71.9,67.4,6.1,0,38,4,0,0,1.0,138,1146
CSE-AIML,4,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,Good,Yes,No,Not Started,74,103,146,182,83.8,64.5,7.42,0,31,5,2,0,2.0,128,1082
CSE,1,Male,Hostel,Night,Visual,Good,High,Poor,No,Yes,Not Started,325,114,130,168,100.0,88.9,9.66,0,42,3,0,0,0.0,5,1037
CSE-DS,3,Male,Day Scholar,Morning,Auditory,Poor,High,Good,No,Yes,Not Started,150,198,241,186,70.6,64.8,6.5,1,34,3,1,0,1.0,124,1364
ECE,8,Female,Hostel,Night,Visual,Average,Low,Average,No,Yes,Placed,208,249,90,87,88.3,85.8,8.87,0,42,5,1,4,3.0,106,1250
CSE,8,Male,Day Scholar,Morning,Kinesthetic,Poor,Medium,Good,Yes,No,In Progress,308,166,112,369,62.4,64.5,7.17,0,31,7,2,3,1.0,266,1067
ECE,3,Male,Day Scholar,Afternoon,Visual,Poor,Medium,Good,No,No,Not Started,200,162,182,509,90.5,72.3,6.97,0,37,3,1,1,2.0,102,986
CSE,1,Female,Hostel,Morning,Visual,Good,Medium,Good,No,No,Not Started,346,339,123,310,82.8,78.9,7.95,1,37,0,1,0,0.0,81,989
CSE,3,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,272,68,127,441,48.5,64.8,6.04,4,30,2,1,0,3.0,130,1088
IT,7,Male,Day Scholar,Afternoon,Kinesthetic,Poor,Medium,Average,Yes,Yes,Placed,165,60,60,139,80.7,66.1,6.04,0,32,2,4,0,4.0,55,1091
CSE-AIML,2,Male,Hostel,Night,Kinesthetic,Good,Medium,Average,No,No,Not Started,198,65,109,294,85.2,66.8,6.41,2,29,0,0,0,1.0,125,1129
IT,6,Female,Hostel,Morning,Auditory,Good,Low,Poor,No,Yes,Not Started,223,280,196,786,88.2,74.9,7.02,0,41,5,1,1,0.0,524,1182
IT,7,Male,Hostel,Night,Visual,Average,Medium,Average,No,Yes,In Progress,39,334,0,378,82.1,63.2,5.93,2,32,5,3,1,2.0,199,811
CSE,5,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,Yes,Yes,Not Started,0,175,135,124,95.0,60.7,5.54,2,33,2,1,1,3.0,83,928
CSE,7,Male,Hostel,Night,Visual,Average,Low,Good,No,No,Placed,225,127,28,194,72.4,74.4,6.7,0,34,3,1,1,1.0,0,1040
IT,5,Female,Day Scholar,Night,Kinesthetic,Good,Low,Good,No,Yes,Not Started,221,414,103,246,79.4,77.9,7.52,0,42,1,0,1,2.0,110,994
CSE,7,Female,Hostel,Morning,Visual,Poor,Medium,Good,No,No,In Progress,193,317,0,213,94.8,77.9,8.16,0,44,6,1,1,2.0,221,995
CSE,6,Female,Day Scholar,Night,Kinesthetic,Poor,Medium,Good,No,No,Not Started,128,263,58,382,83.6,67.3,6.29,4,35,2,4,2,1.0,349,1209
IT,5,Female,Day Scholar,Night,Auditory,Good,Medium,Good,No,Yes,Not Started,312,134,330,0,90.1,80.7,7.81,0,39,4,2,0,1.0,24,1043
CSE-AIML,5,Male,Hostel,Morning,Auditory,Average,Medium,Good,No,Yes,Not Started,173,0,7,106,92.4,68.2,6.72,2,31,3,0,1,1.0,90,799
IT,3,Female,Hostel,Night,Visual,Good,Medium,Average,No,No,Not Started,272,468,137,696,92.2,72.3,7.18,0,29,3,1,1,3.0,201,915
CSE,2,Male,Hostel,Morning,Auditory,Poor,High,Good,No,Yes,Not Started,207,500,2,170,68.1,64.2,6.94,0,33,0,1,0,2.0,7,1048
CSE-AIML,7,Female,Day Scholar,Night,Auditory,Good,Medium,Good,No,Yes,Placed,118,365,0,296,86.8,68.1,7.23,0,30,1,1,0,2.0,108,968
IT,8,Female,Hostel,Night,Kinesthetic,Poor,Medium,Good,No,Yes,Placed,249,105,217,555,100.0,80.2,8.08,0,44,6,0,2,4.0,608,1232
IT,1,Female,Hostel,Morning,Auditory,Good,Low,Good,No,Yes,Not Started,91,268,2,676,100.0,69.7,7.29,0,37,0,1,0,0.0,106,1123
CSE,1,Female,Day Scholar,Morning,Auditory,Good,Low,Good,No,Yes,Not Started,253,233,90,1,77.0,72.9,6.85,0,33,1,1,0,0.0,0,1180
IT,3,Male,Hostel,Morning,Visual,Poor,Medium,Average,No,No,Not Started,110,422,143,383,92.0,80.2,7.27,0,37,2,0,0,1.0,119,862
IT,5,Male,Day Scholar,Night,Visual,Poor,High,,No,No,Not Started,164,91,93,594,85.0,73.2,6.87,0,35,6,1,2,3.0,344,1180
CSE-DS,1,Female,Hostel,Night,Visual,Average,Low,Good,No,Yes,Not Started,290,485,156,288,80.6,66.7,6.68,0,28,0,0,0,0.0,16,1304
CSE,8,Male,Hostel,Afternoon,Auditory,Good,Medium,Good,No,No,In Progress,104,230,108,374,89.3,68.1,6.87,0,33,7,6,2,3.0,350,1073
CSE,5,Male,Hostel,Night,Auditory,Good,Low,Poor,Yes,Yes,Not Started,249,478,394,224,100.0,89.6,9.81,0,44,4,1,1,2.0,8,1145
CSE,2,Male,Day Scholar,Morning,Kinesthetic,Poor,Medium,Average,No,Yes,Not Started,169,374,95,357,100.0,70.7,5.68,2,39,1,1,0,0.0,112,1315
IT,1,Male,Hostel,Night,Kinesthetic,Average,Medium,Average,No,No,Not Started,267,387,63,474,96.0,75.7,7.02,0,32,1,0,0,0.0,47,1051
CSE-DS,5,Male,Day Scholar,Morning,Auditory,Average,Medium,Average,No,No,Not Started,132,329,289,358,55.7,56.5,6.57,0,26,1,0,1,3.0,227,1127
ECE,7,Female,Hostel,Night,Auditory,Poor,High,Average,No,No,In Progress,118,136,83,0,78.9,61.4,6.7,0,29,6,2,1,4.0,0,1020
CSE-DS,7,Male,Day Scholar,Night,Auditory,Poor,High,Average,No,No,In Progress,184,433,106,510,72.0,64.4,6.24,2,29,8,2,2,1.0,414,1137
ECE,3,Female,Day Scholar,Night,Kinesthetic,Good,Medium,Good,No,Yes,Not Started,151,304,0,264,76.5,76.3,7.51,0,37,0,2,0,0.0,153,1245
CSE,5,Female,Hostel,Night,Visual,Average,Medium,Poor,No,No,Not Started,191,229,92,108,88.4,59.5,6.54,0,26,4,2,1,3.0,94,1147
CSE-DS,7,Female,Hostel,Morning,Auditory,Average,Medium,Good,No,Yes,Placed,203,140,255,374,100.0,78.3,6.76,0,36,4,1,2,5.0,204,1048
IT,4,Male,Day Scholar,Night,Visual,Poor,Medium,Good,No,Yes,Not Started,0,271,0,303,88.3,66.1,6.16,5,32,9,0,1,2.0,196,1457
CSE-AIML,5,Female,Hostel,Night,Auditory,Good,Medium,Good,No,Yes,Not Started,202,106,0,97,84.5,70.5,6.73,0,33,1,0,2,0.0,0,904
IT,6,Male,Day Scholar,Morning,Visual,Average,Medium,Good,No,No,Not Started,142,224,212,367,96.8,74.9,6.86,0,40,4,2,2,0.0,267,1160
CSE,2,Female,Hostel,Night,Kinesthetic,Poor,High,Good,No,No,Not Started,192,159,63,459,87.0,76.8,7.79,0,40,1,2,0,1.0,41,958
CSE,4,Female,Hostel,Afternoon,Auditory,Average,Medium,Poor,No,Yes,Not Started,104,256,172,611,59.3,63.3,5.69,1,34,4,0,1,3.0,215,1010
ECE,3,Male,Day Scholar,Night,Visual,Average,Medium,Poor,Yes,Yes,Not Started,148,478,136,245,80.3,76.6,6.74,0,41,4,2,0,1.0,0,926
CSE,4,Male,Day Scholar,,Kinesthetic,Good,Low,,No,No,Not Started,28,160,90,81,70.9,67.2,7.34,0,40,5,2,0,0.0,122,1010
CSE-DS,3,Male,Day Scholar,Morning,Kinesthetic,Average,Medium,Poor,No,No,Not Started,97,155,29,164,79.1,71.4,7.5,0,34,1,1,1,0.0,81,1077
CSE,8,Other,Hostel,Night,Kinesthetic,Average,Low,,Yes,Yes,Placed,129,228,194,204,88.4,81.2,7.78,0,40,7,5,1,4.0,69,1020
CSE,1,Male,Hostel,Morning,Kinesthetic,Average,Medium,Poor,No,No,Not Started,110,242,167,197,99.4,68.4,7.01,0,34,1,0,0,1.0,11,847
IT,2,Male,Day Scholar,Afternoon,Visual,Average,Low,Good,No,Yes,Not Started,296,210,277,236,75.8,77.3,7.48,0,41,1,0,0,2.0,65,1130
CSE-AIML,4,Male,Hostel,Night,Kinesthetic,Poor,Low,Good,No,Yes,Not Started,101,396,364,47,69.4,66.0,6.73,1,28,2,3,1,6.0,46,998
CSE-AIML,3,Female,Hostel,Afternoon,Auditory,Average,Low,Average,Yes,No,Not Started,219,373,29,336,77.9,60.4,5.25,3,29,2,1,0,0.0,112,1065
CSE-AIML,3,Other,Hostel,Night,Visual,Good,Medium,Good,No,No,Not Started,94,265,81,278,74.9,63.3,6.7,0,30,2,0,0,4.0,42,1309
ECE,1,Male,Hostel,Morning,Auditory,Poor,High,Good,No,No,Not Started,150,231,132,556,83.6,75.9,7.48,0,36,0,1,0,2.0,52,997
ECE,8,Male,Hostel,Night,Kinesthetic,Average,Medium,Good,No,No,Placed,35,149,0,588,100.0,71.7,8.26,0,37,3,2,3,5.0,464,1469
ECE,4,Male,Hostel,Morning,Kinesthetic,Poor,Medium,Good,No,Yes,Not Started,157,324,99,327,64.3,64.3,6.48,3,32,5,1,2,1.0,116,1039
CSE,4,Male,Day Scholar,Night,Visual,Good,High,Good,No,No,Not Started,106,167,233,289,69.1,67.5,7.07,1,32,4,2,1,2.0,117,890
CSE-AIML,7,Male,Hostel,Morning,Kinesthetic,Average,Low,Good,Yes,Yes,Placed,122,80,331,173,81.1,69.0,6.64,0,35,2,1,2,4.0,65,1105
CSE-AIML,2,Male,Day Scholar,Morning,Kinesthetic,Poor,Medium,Average,No,No,Not Started,283,9,324,353,78.7,72.0,7.72,1,32,1,0,0,0.0,93,1148
CSE,1,Male,Day Scholar,Night,Kinesthetic,Average,Low,Good,Yes,No,Not Started,3,115,0,281,96.9,67.3,6.73,1,38,0,0,0,2.0,126,1004
CSE,2,Male,Hostel,Night,Auditory,Average,Medium,Good,No,No,Not Started,257,241,0,927,73.2,70.2,8.07,0,30,2,0,0,1.0,161,1064
CSE,6,Female,Hostel,Night,Kinesthetic,Good,Low,Average,No,No,Not Started,307,381,102,136,79.7,83.3,8.66,0,41,2,1,1,4.0,82,1146
CSE-AIML,8,Male,Day Scholar,Night,Visual,Good,Low,Good,No,No,Placed,145,131,143,351,96.9,67.4,6.61,0,36,5,2,0,1.0,258,1301
CSE,1,Female,Hostel,Afternoon,Visual,Average,Medium,Good,No,No,Not Started,16,150,255,616,84.3,66.2,6.18,0,36,1,1,0,1.0,97,1153
IT,2,Female,Day Scholar,Morning,Auditory,Poor,High,Good,No,No,Not Started,429,336,113,64,68.0,67.2,6.14,4,38,0,0,0,3.0,0,940
CSE-AIML,4,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,168,216,118,174,97.8,67.3,6.77,0,33,0,0,1,2.0,35,848
CSE-AIML,5,Male,Hostel,Morning,Visual,Poor,High,Good,No,Yes,Not Started,277,214,123,131,76.6,75.7,7.95,0,44,6,2,1,1.0,92,1400
CSE,7,Male,Hostel,Night,Visual,Poor,High,Average,No,No,Placed,199,140,116,234,82.7,73.5,6.38,0,33,7,3,2,1.0,165,1031
CSE,5,Male,Hostel,Afternoon,Visual,Good,Low,Good,Yes,Yes,Not Started,25,138,0,361,90.6,71.3,6.39,3,38,8,3,2,6.0,313,1290
ECE,3,Female,Day Scholar,Night,Auditory,Poor,Medium,,No,No,Not Started,161,135,143,412,68.2,63.5,5.75,3,32,2,1,1,2.0,60,1373
CSE,8,Female,Hostel,Night,Kinesthetic,Average,Low,Good,No,Yes,Placed,201,212,101,23,81.7,82.4,7.6,0,42,8,5,3,3.0,89,1096
CSE-AIML,8,Female,Hostel,Morning,Kinesthetic,Average,Medium,Good,Yes,No,Placed,171,344,186,238,81.3,61.3,5.46,0,30,5,3,3,2.0,119,870
CSE-AIML,4,Male,Day Scholar,Night,Kinesthetic,Average,High,Poor,No,No,Not Started,126,249,251,517,63.3,63.5,7.11,0,27,4,0,1,2.0,308,934
IT,5,Female,Hostel,Morning,Visual,Poor,Low,Good,No,No,Not Started,329,304,229,220,84.2,78.7,8.26,0,39,2,0,0,5.0,195,690
CSE,5,Female,Day Scholar,Morning,Visual,Average,Medium,Average,Yes,Yes,Not Started,204,276,109,254,73.1,72.6,6.66,0,37,2,2,0,1.0,81,907
IT,7,Male,Hostel,Morning,Kinesthetic,Poor,Medium,Average,No,Yes,In Progress,349,186,51,549,80.7,69.7,6.71,0,31,8,1,2,3.0,380,1245
IT,6,Female,Hostel,Afternoon,Kinesthetic,Average,Medium,Good,No,Yes,In Progress,88,0,74,91,92.4,79.8,7.97,0,43,0,1,0,5.0,33,1065
